Gene_id	GO terms
ofav130039	GO:0005737;GO:0005615;GO:0005730;GO:0005654;GO:0032040;GO:0003723;GO:0007399;GO:0043065;GO:0042274;GO:0006364
ofav44103	GO:0005637;GO:0005654;GO:0005634;GO:0048471;GO:0003729;GO:0000166;GO:0070717;GO:0036002;GO:0003723;GO:0021796;GO:1990403;GO:0000398;GO:0048025;GO:0048026;GO:0000381;GO:0000302
ofav41663	GO:0016021;GO:0005886;GO:0047710;GO:0046872;GO:0007596;GO:0008152;GO:0030194
ofav91316	GO:0043198;GO:0000145;GO:0030426;GO:0032584;GO:0043209;GO:0043005;GO:0043025;GO:0014069;GO:0043234;GO:0045202;GO:0030165;GO:0032403;GO:0007268;GO:0030010;GO:0006887;GO:0006893;GO:0055108;GO:0044091;GO:0048709;GO:0050850;GO:0006612;GO:0051223;GO:0006904;GO:0006903
ofav83376	GO:0016021
ofav22753	GO:0005829;GO:0005777;GO:0051537;GO:0009055;GO:0050660;GO:0070674;GO:0005506;GO:0030151;GO:0043546;GO:0016614;GO:0016903;GO:0004854;GO:0004855;GO:0034418;GO:0009115
ofav1475	GO:0008106
ofav73287	GO:0045177;GO:0070062;GO:0016021;GO:0005622;GO:0005886;GO:0005509;GO:0001658;GO:0021987;GO:0072137;GO:0048565;GO:0008543;GO:0003007;GO:0007157;GO:0035329;GO:0007156;GO:0060122;GO:0022008;GO:0007219;GO:0043931;GO:0007009;GO:0072307
ofav141514	GO:0005887;GO:0043231;GO:0016020;GO:0005524;GO:0005388;GO:0046872;GO:0006874
ofav22020	GO:0005576;GO:0001872;GO:0004553;GO:0005975;GO:0045087
ofav67609	GO:0030424;GO:0005737;GO:0005524;GO:0008545;GO:0004708;GO:0005078;GO:0004672;GO:0019901;GO:0004713;GO:0004702;GO:0051017;GO:0048675;GO:0007411;GO:0034769;GO:0007298;GO:0033500;GO:0071243;GO:0071276;GO:0030381;GO:0008340;GO:0046843;GO:0007391;GO:0007395;GO:0043652;GO:0001736;GO:0046847;GO:0007561;GO:0046528;GO:0046529;GO:0007254;GO:0030032;GO:0000165;GO:0035006;GO:0046844;GO:0048666;GO:0030707;GO:0010508;GO:0046330;GO:0043507;GO:0045893;GO:0006468;GO:0045610;GO:0009408;GO:0070328;GO:0042060
ofav72617	GO:0016021;GO:0005886;GO:0004995;GO:0070472
ofav61074	GO:0031463;GO:0005737;GO:0005856;GO:0035324;GO:0035183;GO:0045172;GO:0003779;GO:0030036;GO:0007349;GO:0007301;GO:0030717;GO:0048477;GO:0007297;GO:0030723;GO:0007300;GO:0042787
ofav129935	GO:0005737;GO:0005829;GO:0035145;GO:0005634;GO:0000932;GO:0048471;GO:0005844;GO:0003723;GO:0042162;GO:0031100;GO:0001889;GO:0006406;GO:0000184
ofav37800	GO:0009986;GO:0070062;GO:0005764;GO:0004065;GO:0046872;GO:0003943;GO:0061580;GO:0008152;GO:0010976;GO:0010632
ofav21856	GO:0016021;GO:0005886;GO:0005215;GO:0006811;GO:0055085
ofav105426	GO:0005814;GO:0032133;GO:0000775;GO:0000777;GO:0005737;GO:0005881;GO:0005829;GO:0031021;GO:0030496;GO:0005634;GO:0005876;GO:0048037;GO:0004869;GO:0043027;GO:0008017;GO:0042803;GO:0015631;GO:0004842;GO:0008270;GO:0051301;GO:0007059;GO:0000910;GO:0051303;GO:0000086;GO:1990001;GO:0090307;GO:0043066;GO:0043154;GO:0043524;GO:0045892;GO:0031536;GO:0045931;GO:0031503;GO:0006468;GO:0061178;GO:0007346;GO:0009966;GO:0061469;GO:0031577;GO:0006351
ofav57623	
ofav86277	GO:0005776;GO:0030136;GO:0005829;GO:0005789;GO:0005768;GO:0012507;GO:0005794;GO:0000139;GO:0016021;GO:0043231;GO:0031902;GO:0044306;GO:0043025;GO:0048471;GO:0031201;GO:0008021;GO:0032588;GO:0005484;GO:0000149;GO:0006914;GO:0006888;GO:0090161;GO:0006896;GO:0006891;GO:0006623;GO:0042147;GO:0048280;GO:0050882
ofav117026	GO:0035577;GO:0005829;GO:0031901;GO:0010008;GO:0070062;GO:0043231;GO:0005765;GO:0016020;GO:0005886;GO:0030667;GO:0007032;GO:0043312;GO:0001649;GO:0015031;GO:2000641;GO:1902954
ofav19409	
ofav45649	GO:0005887;GO:0005886;GO:0005919;GO:0048786;GO:0005918;GO:0045202;GO:0008366;GO:0061343;GO:0045216;GO:0007391;GO:0060857;GO:0007163;GO:0003015;GO:0021682;GO:0097105;GO:0008104;GO:0035151;GO:0019991;GO:0008039;GO:0016081;GO:0016080;GO:0072553
ofav65875	GO:0022627;GO:0003735;GO:0000462;GO:0006412
ofav36705	GO:0005853;GO:0003746
ofav19760	GO:0030175;GO:0005770;GO:0005886;GO:0001726;GO:0004438;GO:0004725;GO:0006629
ofav42118	GO:0005737;GO:0005829;GO:0016607;GO:0005654;GO:0005634;GO:0000151;GO:0002039;GO:0042803;GO:0004842;GO:0008270;GO:0032436;GO:0031398;GO:0051865;GO:0016567;GO:0042787
ofav157953	GO:0045178;GO:0005911;GO:0005737;GO:0005856;GO:0016020;GO:0005634;GO:0004871;GO:0034333;GO:0048738;GO:0001502;GO:0007155;GO:0002062;GO:0031076;GO:0061037;GO:0030336;GO:0032331;GO:0043433;GO:0045892;GO:0031398;GO:0045893;GO:0006351;GO:0016055;GO:0042060
ofav41390	GO:0005576
ofav116033	GO:0005634;GO:0042802
ofav98425	GO:0031965;GO:0005886;GO:0005524;GO:0046982;GO:0042803;GO:0004756
ofav95603	GO:0009507;GO:0046872;GO:0016791;GO:0016311
ofav20133	GO:0070062;GO:0005622;GO:0005525;GO:0007264
ofav46033	GO:0005730;GO:0003677;GO:0051864;GO:0019843;GO:0008270;GO:0006355;GO:0006351
ofav62297	GO:0015031;GO:0006904
ofav54029	GO:0005634;GO:0071011;GO:0005689;GO:0005686;GO:0000398
ofav9779	GO:0035267;GO:0031965;GO:0005654;GO:0005634;GO:0032777;GO:0043968;GO:0043967;GO:0045814;GO:0000122;GO:0045892;GO:0045944;GO:0045893;GO:0040008;GO:0006351;GO:0035886
ofav155154	GO:0070776;GO:0005730;GO:0000786;GO:0005634;GO:0016605;GO:0016407;GO:0003677;GO:0004402;GO:0003713;GO:0008134;GO:0008270;GO:0090398;GO:0016573;GO:0043966;GO:0030099;GO:0045892;GO:0006334;GO:0010628;GO:0045893;GO:0006473;GO:0006351
ofav156414	GO:0005737;GO:0019898;GO:0016020;GO:0046872;GO:0052629;GO:0004438;GO:0004722;GO:0004725;GO:0042149;GO:0046856;GO:0006470;GO:2000785
ofav69591	GO:0005829;GO:0042802;GO:0032403;GO:1903568;GO:1903565
ofav87237	GO:0016021;GO:0005887;GO:0005509;GO:0016339;GO:0007155;GO:0007268;GO:0007156;GO:0007416
ofav52676	GO:0016021;GO:0043231;GO:0005765;GO:0006810
ofav40100	GO:0005581;GO:0031410;GO:0005829;GO:0016021;GO:0034362;GO:0005886;GO:0030169;GO:0005044;GO:0071407;GO:0030301;GO:0042953;GO:0034381;GO:0010886;GO:0010744;GO:0006898
ofav35136	GO:0005634;GO:0000932;GO:0000339;GO:0000290;GO:0071044;GO:0006397;GO:0045665;GO:0008380;GO:0019827
ofav43741	GO:0004792
ofav79569	GO:0005887;GO:0005886;GO:0004930;GO:0004435;GO:0009653;GO:0070509;GO:0006874;GO:0007635;GO:0005513;GO:0007186;GO:0001503
ofav33821	GO:0016324;GO:0030054;GO:0009986;GO:0030139;GO:0005576;GO:0016021;GO:0071438;GO:0030027;GO:0031258;GO:0045121;GO:0008239;GO:0002020;GO:0042803;GO:0005102;GO:0004252;GO:0007155;GO:0043542;GO:0010716;GO:0008284;GO:0031295
ofav9271	GO:0008023;GO:0046872;GO:0000993;GO:0048096;GO:0006368
ofav86709	GO:0015629;GO:0005887;GO:0004930;GO:0008188;GO:0042277;GO:0032870;GO:0045761;GO:2000479;GO:0043408;GO:1901652
ofav71485	GO:0071013;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0004004;GO:0003723;GO:0000460;GO:0000398;GO:0006401;GO:0006364
ofav143088	GO:0070449;GO:0005615;GO:0016021;GO:0006355;GO:0006368
ofav41080	GO:0005884;GO:0005913;GO:0005829;GO:0030425;GO:0043197;GO:0005925;GO:0005874;GO:0043025;GO:0014069;GO:0008017;GO:0030674;GO:0031032;GO:0098609;GO:0030855;GO:0032780
ofav29778	GO:0005829;GO:0016604;GO:0005654;GO:0004177;GO:0042277;GO:0004252;GO:0008240
ofav136390	GO:0005634;GO:0016605;GO:0000166;GO:0004842;GO:0008270;GO:0051301;GO:0007093;GO:0007067;GO:0019941;GO:0000209
ofav9684	GO:0005730;GO:0030687;GO:0005524;GO:0004004;GO:0003723;GO:0000464
ofav41619	GO:0005737;GO:0005856;GO:0005634;GO:0003779;GO:0046872;GO:0033743;GO:0030041;GO:0045087;GO:0030091;GO:0006979
ofav44851	GO:0030176;GO:0050508;GO:0046872;GO:0050509;GO:0006024;GO:0015012;GO:0006486
ofav7771	GO:0005783;GO:0005789;GO:0005794;GO:0000139;GO:0016021;GO:0008375;GO:0001888;GO:0046872;GO:0008101;GO:0006024;GO:0015012;GO:0015014;GO:0030201;GO:0030210;GO:0007275;GO:0006044;GO:0007224;GO:0016055
ofav43323	GO:0005737;GO:0016020;GO:0005634;GO:0004871;GO:0035591;GO:0035556;GO:0030032;GO:0045840;GO:2000278
ofav46457	GO:0070062;GO:0005887;GO:0005412;GO:1904659;GO:0006814
ofav83207	GO:0005509;GO:0008270
ofav85228	GO:0071013;GO:0005654;GO:0005634;GO:0005681;GO:0003723;GO:0031124;GO:0006406;GO:0000398;GO:0006405;GO:0008380;GO:0006369
ofav150780	GO:0070062;GO:0030176;GO:0016020;GO:0005637;GO:0046872;GO:0004222;GO:0071586;GO:0006998;GO:0030327
ofav31925	GO:0005829;GO:0005789;GO:0012507;GO:0070062;GO:0061700;GO:0000139;GO:0043231;GO:0005635;GO:0031080;GO:0005654;GO:0042802;GO:0019886;GO:0002474;GO:0048208;GO:0006886;GO:0051028;GO:0032008;GO:0007062
ofav75418	GO:0005737;GO:0005874;GO:0005815;GO:0000922;GO:0007020
ofav16157	GO:0005634;GO:0035326;GO:0046872;GO:0003950;GO:0008209;GO:0071407;GO:0008210;GO:0060325;GO:0008585;GO:0030097;GO:0001822;GO:0044236;GO:0010629;GO:0006807;GO:0060021;GO:0048008;GO:0045732;GO:0009791;GO:0006471;GO:0048705;GO:0048745;GO:0001570
ofav33203	GO:0005829;GO:0005794;GO:0000139;GO:0017119;GO:0016020;GO:0005654;GO:0048219;GO:0006891;GO:0015031
ofav18051	GO:0016021;GO:0005770;GO:0030165;GO:0019887;GO:0038180;GO:0007399;GO:0045859
ofav39062	
ofav59927	GO:0005737;GO:0008239;GO:0046872;GO:0008237
ofav63199	GO:0005737;GO:0005634;GO:0003677;GO:0003910;GO:0051287;GO:0003950;GO:0008270;GO:1990966;GO:0051103;GO:0006273;GO:0070212
ofav145887	GO:0005759;GO:0005739;GO:0003842;GO:0004029;GO:0042802;GO:0006537;GO:0006561;GO:0010133
ofav137974	GO:0005776;GO:0030054;GO:0005813;GO:0005737;GO:0005829;GO:0010008;GO:0070062;GO:0045335;GO:0030670;GO:0005886;GO:0005525;GO:0003924;GO:0000045;GO:0006968;GO:0060271;GO:0097094;GO:0021904;GO:0042733;GO:0045861;GO:0042992;GO:0007399;GO:0001843;GO:0015031;GO:0008589;GO:0007165;GO:0007264;GO:0021513
ofav53238	GO:0097440;GO:0016327;GO:0016323;GO:0005737;GO:0005829;GO:0030426;GO:0043025;GO:0005096;GO:0008022;GO:0019901;GO:0017016;GO:0030971;GO:0005089;GO:0090630;GO:0071236;GO:0032869;GO:0031175;GO:0048146;GO:0043547;GO:0046579;GO:0035020;GO:0046578;GO:0035023;GO:0048167;GO:0001975;GO:0007264
ofav41042	GO:0005581;GO:0005576;GO:0005578;GO:0007155;GO:0030574
ofav50028	GO:0005737;GO:0005829;GO:0005875;GO:0005634;GO:0000159;GO:0019888;GO:0004722;GO:0007099;GO:0051297;GO:0001700;GO:0007447;GO:0045201;GO:0007091;GO:0000278;GO:0007406;GO:0070262;GO:0006470;GO:0050821;GO:0030071;GO:0007423;GO:0016055
ofav149924	GO:0016021;GO:0005886;GO:0005524;GO:0004714;GO:0019221;GO:0048066;GO:0006954;GO:0045087;GO:0048246;GO:0030318;GO:0097324;GO:0014004;GO:0036035;GO:0043473;GO:0010759;GO:0061075;GO:0007169;GO:0050936
ofav33886	GO:0034451;GO:0005829;GO:0000145;GO:0032584;GO:0016020;GO:0005815;GO:0005886;GO:0006887;GO:0061024;GO:0015031;GO:2000535
ofav41506	GO:0016021;GO:0005747;GO:0008137;GO:0006120
ofav59117	GO:0005829;GO:0016020;GO:0005654;GO:0005634;GO:0048471;GO:0043234;GO:0003723;GO:0004842;GO:0034450;GO:0008270;GO:0008283;GO:0006974;GO:0006281;GO:2000780;GO:1901315;GO:0090263;GO:0035413;GO:0010628;GO:0033160;GO:0050847;GO:0000209;GO:0006511
ofav103870	GO:0005829;GO:0000139;GO:0016021;GO:0016020;GO:0043234;GO:0034066;GO:0032588;GO:0017137;GO:0017112;GO:0006886;GO:0061024;GO:1903363;GO:0043547;GO:0042147
ofav109440	GO:0005829;GO:0019898;GO:0005811;GO:0016020;GO:0045202;GO:0047372;GO:0016787;GO:0008289;GO:0046464;GO:0019369;GO:0006633;GO:0006629;GO:0050727;GO:0051930;GO:0009966;GO:0019433
ofav107952	GO:0005789;GO:0016021;GO:0005319;GO:0008643;GO:0034203
ofav121926	GO:0005783;GO:0005739;GO:0035091;GO:0042981
ofav128829	GO:0005737;GO:0008336;GO:0005506;GO:0008270;GO:0045329
ofav7553	GO:0005634;GO:0003677;GO:0000166;GO:0003723;GO:0014902;GO:0030182;GO:0006351
ofav32832	GO:0005737
ofav87739	GO:0030424;GO:0005930;GO:0005737;GO:0000407;GO:0019778;GO:0007568;GO:0071455;GO:0071315;GO:0009267;GO:0051607;GO:0016236;GO:0000422;GO:0060548;GO:0090298;GO:1903204;GO:0043065;GO:0010508;GO:0045732;GO:0031401;GO:0006497;GO:0015031;GO:1901214;GO:1902617;GO:0009749;GO:0031667;GO:0039521
ofav21272	GO:0005737;GO:0005856;GO:0031514
ofav44000	GO:0031410;GO:0070062;GO:0000139;GO:0016021;GO:0005886
ofav34068	GO:0005813;GO:0005737;GO:0016020;GO:0005634;GO:0005819;GO:0034453
ofav98273	GO:0005737;GO:0005654;GO:0005681;GO:0003677;GO:0003723;GO:0006397;GO:0006357;GO:0008380;GO:0006351
ofav100755	GO:0016021;GO:0007155
ofav74393	GO:0005783;GO:0005524;GO:0016887;GO:0046872;GO:0006810
ofav52828	GO:0005576;GO:0005509
ofav20149	GO:0030424;GO:0044295;GO:0031252;GO:0030175;GO:0030426;GO:0030027;GO:0005875;GO:0015630;GO:0043204;GO:0048471;GO:0051015;GO:0061573;GO:0007409;GO:0032488;GO:0060327;GO:0061163;GO:0038007;GO:0048812;GO:0045773;GO:2001224;GO:0007265;GO:2000114;GO:0006930
ofav127592	GO:0003723;GO:0006139
ofav43417	GO:0043296;GO:0016324;GO:0016021;GO:0033181;GO:0033179;GO:0046961;GO:0015991;GO:0009792;GO:0010172;GO:0060142
ofav106380	GO:0005694;GO:0001650;GO:0005730;GO:0005654;GO:0034455;GO:0003723;GO:0030490;GO:0006355;GO:0006364;GO:0006351
ofav100049	GO:0005829;GO:0004252;GO:0070008
ofav43781	GO:0016021;GO:0006811
ofav11717	GO:0005665;GO:0005634;GO:0000932;GO:0003899;GO:0003697;GO:0003727;GO:0031369;GO:0000291;GO:0060213;GO:0045948;GO:0006366;GO:0006367
ofav6668	GO:0005852;GO:0003743;GO:0002183
ofav56955	GO:0016021;GO:0005886;GO:0004930;GO:0007166;GO:0042462
ofav13047	GO:0005737;GO:0005856;GO:0005829;GO:0016020;GO:0005741;GO:0005739;GO:0000159;GO:0032403;GO:0019888;GO:0007420;GO:0000266;GO:0043653;GO:0000278;GO:0030182;GO:0070262;GO:0043525;GO:0006626;GO:0043666;GO:0007286
ofav80552	GO:0005829;GO:0005524;GO:0046404;GO:0004519
ofav116910	GO:0031314;GO:0005739;GO:0008168;GO:0016491;GO:0032981;GO:0030961
ofav25318	GO:0005913;GO:0005737;GO:0010494;GO:0016020;GO:0005844;GO:0031931;GO:0098641;GO:0008190;GO:0003730;GO:0048027;GO:0003723;GO:0000339;GO:0008494;GO:0031369;GO:0008283;GO:0072752;GO:0048255;GO:0017148;GO:0016239;GO:0045070;GO:1990928;GO:0031929;GO:0038202;GO:0006413
ofav106362	GO:0005634;GO:0043565;GO:0003700;GO:0006351
ofav21517	
ofav63364	GO:0042626;GO:0015992
ofav146295	GO:0015934;GO:0003735;GO:0006412
ofav65605	GO:0016021;GO:0055037;GO:0016477
ofav148568	GO:0016021
ofav94223	GO:0005524;GO:0004004;GO:0003723;GO:0007275;GO:0010501
ofav80204	GO:0005737;GO:0004842;GO:0006915;GO:0042787;GO:0042981
ofav27910	GO:0006950
ofav18973	GO:0005739;GO:0004177;GO:0030145
ofav40055	GO:0016021;GO:0005886;GO:0002116;GO:0017154;GO:0021960;GO:0021785;GO:0021793;GO:0021612;GO:0021615;GO:0021784;GO:0048841;GO:0050923;GO:0071526;GO:1902287;GO:0048485;GO:0021637;GO:0021644
ofav29265	GO:0005634;GO:0046872;GO:0004864
ofav127383	GO:0016021;GO:0005743;GO:0070469;GO:0005507;GO:0004129;GO:0022900
ofav37584	GO:0005887;GO:0008514;GO:0015711
ofav160967	GO:0000177;GO:0000178;GO:0000176;GO:0005730;GO:0003723;GO:0071028;GO:0034427;GO:0071051;GO:0031125;GO:0016075;GO:0034475
ofav21574	GO:0016324;GO:0009986;GO:0005737;GO:0070062;GO:0031965;GO:0005634;GO:0048471;GO:0005886;GO:0012506;GO:0005509;GO:0005544;GO:0048306;GO:0042802;GO:0051059;GO:0030855;GO:0001822;GO:2000483;GO:0032088;GO:0007219;GO:0006357
ofav45369	GO:0030054;GO:0005794;GO:0048471;GO:0014069;GO:0045211;GO:0005509;GO:0005245;GO:0010975
ofav6023	GO:0016021;GO:0006811
ofav147191	GO:0005764;GO:0008474
ofav1502	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0005524;GO:0046872;GO:0004672;GO:0004674;GO:0003723;GO:0042162;GO:0006281;GO:0006406;GO:0000184;GO:0018105;GO:0046854;GO:0046777;GO:0006950;GO:0000723
ofav23364	GO:0070062;GO:0043202;GO:0005764;GO:0004561;GO:0021680;GO:0006027;GO:0060119;GO:0045475;GO:0007040;GO:0042474;GO:0007399;GO:0046548
ofav8641	GO:0071889;GO:0005096
ofav77525	GO:0030054;GO:0048786;GO:0044325;GO:0017156;GO:0048791;GO:0042391;GO:2000300
ofav136424	GO:0005654;GO:0005634;GO:0000166;GO:0003723;GO:0006396
ofav10087	
ofav48195	GO:0005737;GO:0030425;GO:0005794;GO:0005887;GO:0005739;GO:0043020;GO:0043025;GO:0005635;GO:0048471;GO:0045335;GO:0005886;GO:0005791;GO:0009055;GO:0050660;GO:0020037;GO:0046872;GO:0046982;GO:0016175;GO:0005244;GO:0071276;GO:0071361;GO:1904845;GO:0050665;GO:0097411;GO:0006954;GO:0045087;GO:0055114;GO:0045766;GO:0042535;GO:0045730;GO:1904044;GO:1990776;GO:0042493;GO:0007584;GO:0042554;GO:0006801
ofav53483	GO:0000785;GO:0005737;GO:0033503;GO:0000790;GO:0001741;GO:0005524;GO:0061631;GO:0061630;GO:0031625;GO:0004842;GO:0006281;GO:0033522;GO:0016574;GO:0001701;GO:0060135;GO:0008284;GO:0043161;GO:0051865;GO:0070979;GO:0070936;GO:0000209;GO:0016567;GO:0009411
ofav95969	GO:0005829;GO:0005654;GO:0005634;GO:0046872;GO:0007059
ofav22488	GO:0005737;GO:0005829;GO:0005057;GO:0016230;GO:0006672;GO:0043065;GO:2000304;GO:0007165
ofav23679	GO:0005913;GO:0005829;GO:0016020;GO:0005844;GO:0098641;GO:0019887;GO:0043022;GO:0003723;GO:0034198;GO:1990253;GO:0033674;GO:0036003;GO:0006417
ofav33334	GO:0030124;GO:0030131;GO:0005905;GO:0005829;GO:0005802;GO:0006886;GO:0016192
ofav7704	GO:0005634;GO:0005674;GO:0005524;GO:0003677;GO:0004386;GO:0001096;GO:0000991;GO:0032968;GO:0045944;GO:0060261;GO:0006367
ofav111479	GO:0005737;GO:0005783;GO:0005795;GO:0004843;GO:0035871;GO:0071108;GO:0016567
ofav103640	GO:0000781;GO:0043231;GO:0005654;GO:0005634;GO:0043234;GO:0003677;GO:0042054;GO:0031151;GO:0018024;GO:0008134;GO:0006348;GO:0000077;GO:0006281;GO:0034729;GO:0008284;GO:0045944;GO:0046425;GO:2000677;GO:0032200
ofav36842	GO:0005783;GO:0005794;GO:0000062;GO:0008289;GO:0006810
ofav100470	GO:0005930;GO:0097546;GO:0005929;GO:0005737;GO:0005576;GO:0030991;GO:0005730;GO:0005634;GO:0005886;GO:0019899;GO:0035091;GO:0032403;GO:0009952;GO:0060348;GO:0007420;GO:0060434;GO:0021953;GO:0021904;GO:0031076;GO:0042733;GO:0048702;GO:0061548;GO:0060173;GO:0045879;GO:1901621;GO:0021914;GO:0001843;GO:0021915;GO:0001841;GO:1903546;GO:0097500;GO:0008277;GO:0008589;GO:0060831
ofav79014	GO:0005737;GO:0047685
ofav64491	GO:0016151;GO:0006807;GO:1905182
ofav86506	GO:0005634;GO:0003677;GO:0003950;GO:0006471
ofav78544	GO:0005737;GO:0043231;GO:0016607;GO:0005654;GO:0008270;GO:0048844;GO:0007569;GO:0048589;GO:0003007;GO:0001701;GO:0048146;GO:0045747;GO:0045582;GO:0045944;GO:0006351;GO:0001570;GO:0007296
ofav88295	GO:0005913;GO:0005829;GO:0016020;GO:0005844;GO:0098641;GO:0019887;GO:0043022;GO:0003723;GO:0034198;GO:1990253;GO:0033674;GO:0036003;GO:0006417
ofav22323	GO:0005829;GO:0031965;GO:0046982;GO:0007049;GO:0030500;GO:0051726;GO:0010564;GO:0006355;GO:0006351
ofav22167	GO:0005509
ofav61246	GO:0036459;GO:0016579;GO:0006511
ofav95078	GO:0070062;GO:0043005;GO:0043025;GO:0043204;GO:1903861
ofav35403	GO:0005737;GO:0005789;GO:0016021;GO:0071595;GO:0005635;GO:0031965;GO:0004721;GO:0004722;GO:0006998;GO:0010867;GO:0006470
ofav2174	GO:0016021;GO:0005886;GO:0022857;GO:0006810
ofav16361	GO:0032144;GO:0005829;GO:0005759;GO:0005739;GO:0047298;GO:0051537;GO:0003867;GO:0046872;GO:0042803;GO:0030170;GO:0032145;GO:0048148;GO:0009450;GO:0042135
ofav108682	GO:0000781;GO:0016604;GO:0005654;GO:0005634;GO:0016605;GO:0030915;GO:0016874;GO:0019789;GO:0008270;GO:0051301;GO:0090398;GO:0000724;GO:0007067;GO:0034184;GO:0045842;GO:0000722
ofav5734	GO:0032039;GO:0005730;GO:0005634;GO:0070876;GO:0006974;GO:0006281;GO:0007093;GO:0010212;GO:0016180
ofav144943	GO:0050662;GO:0016491
ofav39461	GO:0005737;GO:0005615;GO:0004867
ofav42598	GO:0030054;GO:0005887;GO:0031594;GO:0045211;GO:0043235;GO:0005524;GO:0046872;GO:0004713;GO:0004714;GO:0030154;GO:0007613;GO:0007275;GO:0007528;GO:0010628;GO:2000541;GO:0001934;GO:0046777;GO:0008582;GO:0071340;GO:0007169
ofav24419	GO:0031143;GO:0005522;GO:0070060;GO:0030041;GO:0046956
ofav25661	GO:0005789;GO:0016021;GO:0005525;GO:0016409;GO:0007275;GO:1903955;GO:0018345;GO:0007224
ofav57344	GO:0030424;GO:0005911;GO:0016021;GO:0005887;GO:0005509;GO:0030246;GO:0004930;GO:0007166;GO:0098742;GO:0007186;GO:0031987;GO:0001764;GO:0051965;GO:0042220;GO:0007416
ofav132669	GO:0031252;GO:0005737;GO:0005829;GO:0070062;GO:0031941;GO:0045111;GO:0030027;GO:0044354;GO:0016607;GO:0005634;GO:0005886;GO:0032403;GO:0051639;GO:0051638;GO:0016477;GO:0007163;GO:0030032;GO:0044351;GO:2000813;GO:0030838;GO:0030335;GO:1902745;GO:0051496;GO:1900026;GO:0031529;GO:0046415
ofav24431	GO:0005840;GO:0003735;GO:0006412
ofav43589	GO:0005634;GO:0000987;GO:0000982;GO:0007275;GO:0045944;GO:0006351
ofav21688	GO:0016324;GO:0031526;GO:0009986;GO:0005887;GO:0046581;GO:0016020;GO:0005524;GO:0042626;GO:0008514;GO:0019904;GO:0016999;GO:1901086;GO:0015722;GO:0030644;GO:0071549;GO:0071347;GO:0071354;GO:0071222;GO:0071356;GO:0006855;GO:0007565;GO:0015694;GO:0015711;GO:0015732;GO:0097327;GO:0046685;GO:0042493;GO:0043627;GO:0009408;GO:0031427;GO:0006979;GO:0048545;GO:0070327
ofav73329	GO:0030424;GO:0070852;GO:0005737;GO:0030425;GO:0005739;GO:0005634;GO:0051087;GO:0030544;GO:0070628;GO:0090084;GO:0006457
ofav130081	GO:0005829;GO:0005794;GO:0008108;GO:0008270;GO:0019388;GO:0006012;GO:0006258
ofav513	GO:0005615;GO:0000786;GO:0005634;GO:0003677;GO:0050832;GO:0050830;GO:0045087;GO:0031640;GO:0051673
ofav99091	GO:0005886;GO:0001518;GO:0022843;GO:0005248;GO:0086010;GO:0019228;GO:0042048;GO:0007608;GO:0030431;GO:0035725;GO:0006814
ofav109630	GO:0070062;GO:0000790;GO:0000786;GO:0003677;GO:0006342
ofav41689	GO:0030054;GO:0005737;GO:0005856;GO:0045211;GO:0042383;GO:0005200;GO:0008270;GO:0016203
ofav40013	GO:0005737;GO:0005634;GO:0003682;GO:0003677;GO:0046983;GO:0004871;GO:0003700;GO:0071364;GO:0071363;GO:0019221;GO:0046543;GO:0046544;GO:0007565;GO:0007259;GO:0007595;GO:0019915;GO:0001553;GO:0001779;GO:0043066;GO:0045647;GO:0042104;GO:0045579;GO:0008284;GO:0045648;GO:0050729;GO:0045086;GO:0045931;GO:0040018;GO:0045944;GO:0042448;GO:0038161;GO:0030155;GO:0030856;GO:0019218;GO:0043029;GO:0006351
ofav27515	GO:0000781;GO:0005794;GO:0005654;GO:0005634;GO:0016605;GO:0005524;GO:0042802;GO:0046872;GO:0042803;GO:0004672;GO:0019901;GO:0004674;GO:0031625;GO:0006915;GO:0051301;GO:0044257;GO:1903926;GO:0006974;GO:0035690;GO:0071480;GO:0006975;GO:0006978;GO:0006302;GO:0000086;GO:0008630;GO:0042771;GO:0044773;GO:0090307;GO:0071157;GO:2000002;GO:0018105;GO:0018107;GO:2000210;GO:0001934;GO:0045893;GO:0046777;GO:0006468;GO:0050821;GO:0042981;GO:0042176;GO:0006355;GO:0001302;GO:0010332;GO:1903416;GO:0042770;GO:0072428;GO:0006351
ofav105778	GO:0005524
ofav31746	GO:0045296;GO:0003723
ofav25836	GO:0005887;GO:0005634;GO:0005886;GO:0009506;GO:0008519;GO:0015696;GO:0080181;GO:0010311;GO:0015695;GO:0051258;GO:0009737;GO:0080167
ofav18735	GO:0005929;GO:0016021
ofav89666	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
ofav12591	GO:0005737;GO:0005525;GO:0003924;GO:0046872;GO:0003743
ofav8666	GO:0005576;GO:0016021;GO:0016020;GO:0005886;GO:0002116;GO:0019955;GO:0019838;GO:0008201;GO:0046872;GO:0004872;GO:0017154;GO:0005021;GO:0001525;GO:0048846;GO:0007411;GO:0007155;GO:0021675;GO:0010595;GO:0001938;GO:1902285;GO:0061549;GO:0097490;GO:0097491;GO:0048010
