Gene_id	GO terms
ofav39760	GO:0005737;GO:0033503;GO:0005634;GO:0005886;GO:0005524;GO:0061630;GO:0031625;GO:0004842;GO:0032869;GO:0006281;GO:0070979;GO:0070936;GO:0070534;GO:0001666;GO:0006511
ofav136795	GO:0016021;GO:0005886;GO:0015254;GO:0015265;GO:0015250;GO:0009636;GO:0006833
ofav31560	GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0031588;GO:0005634;GO:0043531;GO:0016208;GO:0004679;GO:0005524;GO:0004672;GO:0019901;GO:0006633;GO:0061024;GO:0007005;GO:0010628;GO:0006468;GO:1902593
ofav5531	GO:0005813;GO:0005874;GO:0005739;GO:0000922
ofav44831	GO:0005737;GO:0005886;GO:0005524;GO:0004860;GO:0004674;GO:0004702;GO:0016740;GO:0006974;GO:0006281;GO:0000165;GO:0007095;GO:0046329;GO:0046330;GO:0043507;GO:0032874;GO:0046777;GO:0006468
ofav95253	GO:0022625;GO:0016020;GO:0003723;GO:0003735;GO:0071549;GO:0097421;GO:0006412
ofav47211	GO:0005634;GO:0019784;GO:0004843;GO:0043130;GO:0071108
ofav45445	GO:0030424;GO:0009986;GO:0030659;GO:0005788;GO:0005768;GO:0010008;GO:0005794;GO:0070931;GO:0016021;GO:0005887;GO:0005770;GO:0045121;GO:0005771;GO:0005886;GO:0005802;GO:0004190;GO:0001540;GO:0008798;GO:0019899;GO:0008233;GO:0050435;GO:0044267;GO:0006509;GO:0050804;GO:0030163;GO:0006508
ofav37458	GO:0016021;GO:0043231;GO:0016020;GO:0005886;GO:0043234;GO:0005802;GO:0030133;GO:0071253;GO:0019902;GO:0010923;GO:0042998
ofav59107	GO:0005576;GO:0004222;GO:0008270
ofav38215	GO:0005813;GO:0005737;GO:0030496;GO:0000922;GO:0051301;GO:0007067;GO:0007346
ofav123761	GO:0008180;GO:0005737;GO:0001650;GO:0005634;GO:0005524;GO:1990244;GO:0030183;GO:0035212;GO:1990245;GO:0000122;GO:0016567;GO:0006351;GO:0033151;GO:0016032
ofav52773	GO:0005634;GO:0007050;GO:0006260;GO:0008285;GO:0032066;GO:0050821
ofav2882	GO:0070062;GO:0005634;GO:0005524;GO:0034012;GO:0004371;GO:0046872;GO:0050354;GO:0046835;GO:0044262;GO:0061624;GO:0006071;GO:0061625;GO:0039534;GO:0045088
ofav4207	GO:0005930;GO:0005814;GO:0036064;GO:0097542;GO:0005929;GO:0005868;GO:0005829;GO:0045503;GO:0060271;GO:0035735
ofav135460	GO:0005829;GO:0005783;GO:0070062;GO:0043231;GO:0004027;GO:0050294;GO:0008146;GO:0008202;GO:0000103
ofav8168	GO:0005930;GO:0005929;GO:0005737;GO:0005874;GO:0015630;GO:0005524;GO:0070735;GO:0070736;GO:0035082;GO:0060271;GO:0018094
ofav43198	GO:0005654;GO:0005634;GO:0005667;GO:0001085;GO:0043565;GO:0003700;GO:0044212;GO:0055059;GO:0048568;GO:0007565;GO:0035329;GO:0045944;GO:0006357;GO:0006367
ofav22042	GO:0017101;GO:0005737;GO:0005829;GO:0097452;GO:0030529;GO:0016020;GO:0005524;GO:0004818;GO:0051020;GO:0004827;GO:0035613;GO:0071346;GO:0006424;GO:0017148;GO:0006433;GO:0006461;GO:0006418
ofav38734	GO:0005829;GO:0005769;GO:0005768;GO:0010008;GO:0070062;GO:0043231;GO:0005770;GO:0030904;GO:0030906;GO:0046872;GO:0015031;GO:0042147;GO:1990126;GO:0016055
ofav123671	GO:0044305;GO:0030054;GO:0005829;GO:0032009;GO:0005794;GO:0016020;GO:0031594;GO:0005886;GO:0098793;GO:0048786;GO:0097470;GO:0043195;GO:0019992;GO:0030742;GO:0046872;GO:0001566;GO:0071333;GO:0007268;GO:0060384;GO:0035556;GO:0031914;GO:0007528;GO:0090382;GO:0043065;GO:1900426;GO:0097151;GO:0050714;GO:0010808;GO:0099525;GO:0048172;GO:0035249;GO:0016081;GO:0016082
ofav84194	GO:0016592;GO:0005654;GO:0005667;GO:0010628;GO:2000409;GO:0006355;GO:0006351
ofav38145	GO:0005739;GO:0033617
ofav149305	GO:0005813;GO:0005829;GO:0016591;GO:0005654;GO:0005634;GO:0000993;GO:0070940;GO:0008284;GO:0045944;GO:0010564;GO:0006351
ofav35770	GO:0045177;GO:0005930;GO:0097542;GO:0005929;GO:0005868;GO:0070062;GO:0005794;GO:0005874;GO:0031514;GO:0005886;GO:0005524;GO:0016887;GO:0003777;GO:0003774;GO:0008105;GO:0060976;GO:0007368;GO:0009953;GO:0030326;GO:0030900;GO:0007030;GO:0035721;GO:0035735;GO:1905515;GO:0045880;GO:0016485;GO:0021522
ofav17587	GO:0070062;GO:0005634;GO:0017053;GO:0019899;GO:0001106;GO:0001824;GO:0001701;GO:1902037;GO:0000122;GO:1902035
ofav42975	GO:0005829;GO:1990745;GO:0010008;GO:0000938;GO:0055037;GO:0032456;GO:0015031;GO:0042147
ofav59570	GO:0016323;GO:0005887;GO:0005524;GO:0042626;GO:0008514;GO:0008559;GO:0015722;GO:0006855;GO:0042908
ofav72519	GO:0030054;GO:0009986;GO:0005887;GO:0005886;GO:0014069;GO:0045211;GO:0045202;GO:0052689;GO:0050839;GO:0042043;GO:0004872;GO:0097110;GO:0007612;GO:0050804;GO:0007158;GO:0035176;GO:0007416;GO:0071625
ofav44265	GO:0005911;GO:0008180;GO:0005737;GO:0005829;GO:0005768;GO:0070062;GO:0031234;GO:0005794;GO:0070436;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0005886;GO:0012506;GO:0046875;GO:0005154;GO:0042802;GO:0043560;GO:0005168;GO:0004715;GO:0019904;GO:0019901;GO:0019903;GO:0003723;GO:0017124;GO:0005070;GO:0007568;GO:0048646;GO:0060670;GO:0030154;GO:0016477;GO:0071479;GO:0038095;GO:0045087;GO:0008286;GO:0038083;GO:0030838;GO:2000379;GO:0051291;GO:0007265;GO:0031623;GO:0042127;GO:0043408;GO:0042770
ofav75527	GO:0005829;GO:0005634;GO:0030735;GO:0035498
ofav19851	GO:0010008;GO:0070062;GO:0016021
ofav148534	GO:0016021;GO:0005622;GO:0005886;GO:0000155;GO:0005249
ofav53768	GO:0005829;GO:0005769;GO:0031901;GO:0031313;GO:0043231;GO:0005770;GO:0031902;GO:0005764;GO:0042802;GO:0035091;GO:0045022;GO:0008333;GO:0006622
ofav6154	GO:0005737;GO:0005654;GO:0005634;GO:0005524;GO:0046872;GO:0004674;GO:0003723;GO:0042162;GO:0006281;GO:0000184;GO:0018105;GO:0046854;GO:0046777;GO:0000723
ofav81862	GO:0005666;GO:0003677;GO:0003899;GO:0046872;GO:0032549;GO:0051607;GO:0045087;GO:0045089;GO:0032728;GO:0006383
ofav45568	GO:0034399;GO:0005654;GO:0046872;GO:0043565;GO:0003700;GO:0006351
ofav4607	GO:0016607;GO:0005730;GO:0005634;GO:0006397;GO:0008380
ofav47043	GO:0022625;GO:0022626;GO:0003735;GO:1902626;GO:0000027;GO:0006412
ofav16387	GO:0005813;GO:0005765;GO:0030496;GO:0046872;GO:0032266;GO:0000910;GO:0000724
ofav60586	GO:0005789;GO:0005794;GO:0000139;GO:0005795;GO:0016021;GO:0004252;GO:0008203;GO:0007040;GO:0006508;GO:0042990
ofav84524	GO:0005615;GO:0005654;GO:0005634;GO:0046872;GO:0000122;GO:0045944
ofav53861	GO:0005737;GO:0070062;GO:0005759;GO:0005730;GO:0005634;GO:0030684;GO:0005819;GO:0003681;GO:0003690;GO:0003755;GO:0003723;GO:0006364
ofav49552	
ofav15581	GO:0031410;GO:0070062;GO:0043231;GO:0032088;GO:0045892;GO:0006351;GO:0033209
ofav120052	GO:0004345;GO:0050661;GO:0051156;GO:0006006;GO:0006739;GO:0006098
ofav81764	GO:0016021;GO:0004842;GO:0042593;GO:0006006
ofav46127	GO:0005635;GO:0005509;GO:1903118
ofav138852	GO:0008282;GO:0042383;GO:0030672;GO:0008076;GO:0005524;GO:0042626;GO:0005267;GO:0008281;GO:0019905;GO:0071310;GO:0046676;GO:0043268;GO:0042493;GO:0032868;GO:0032496;GO:0009268;GO:0010043
ofav46803	GO:0016021;GO:0005524;GO:0046872;GO:0004714;GO:0046777;GO:0007169
ofav15958	GO:0016593;GO:0000993;GO:0016570;GO:0000122;GO:0032968;GO:0045944;GO:0006368
ofav96338	GO:0005829;GO:0045202;GO:0050660;GO:0004489;GO:0072341;GO:0050661;GO:0032403;GO:0008015;GO:0006520;GO:0046655;GO:0070829;GO:0050667;GO:0006555;GO:0031060;GO:0043200;GO:0042493;GO:0051593;GO:0001666;GO:0070555;GO:0033274;GO:0046500;GO:0035999
ofav6231	GO:0005634;GO:0046982;GO:0043565;GO:0008283;GO:0033504;GO:0002088;GO:0007517;GO:0043066;GO:0048642;GO:0000122;GO:0045892;GO:0014029;GO:0007219;GO:0021501;GO:0006351
ofav32239	GO:0005737;GO:0031410;GO:0005829;GO:0010008;GO:0016020;GO:0005886;GO:0055038;GO:0002039;GO:0002020;GO:0019901;GO:0061630;GO:0031625;GO:0008270;GO:0006915;GO:0006886;GO:2001271;GO:1902042;GO:1901797;GO:0010804;GO:0043161;GO:0070936;GO:0042787;GO:0010762;GO:0006511
ofav5823	GO:0016021;GO:0005509;GO:0007160
ofav131840	GO:0005737;GO:0003723;GO:0045087
ofav19236	GO:0005737;GO:0005634;GO:0005886;GO:0003723
ofav97605	GO:0005524
ofav125900	GO:0030132;GO:0005737;GO:0005829;GO:0043005;GO:0043234;GO:0097060;GO:0043195;GO:0012506;GO:0000166;GO:0034595;GO:0004439;GO:0008022;GO:0032403;GO:0003723;GO:0017124;GO:0007420;GO:0046856;GO:0014015;GO:0048260;GO:0034097;GO:0032526;GO:0048488
ofav146735	GO:0022627;GO:0019843;GO:0003735;GO:0006412
ofav43511	GO:0005605;GO:0005604;GO:0012505;GO:0031012;GO:0048513;GO:0070831;GO:0055013;GO:0033627;GO:0016477;GO:0050829;GO:0003143;GO:0030198;GO:0008406;GO:0045089;GO:0034446
ofav89871	GO:0016327;GO:0030424;GO:0045169;GO:0016328;GO:0005811;GO:0031594;GO:0005886;GO:0008091;GO:0045170;GO:0003779;GO:0030506;GO:0008092;GO:0008017;GO:0005546;GO:0005200;GO:0051693;GO:0007411;GO:0016199;GO:0007409;GO:0042062;GO:0048790;GO:0007026;GO:0007399;GO:0007274;GO:0072499;GO:0007009;GO:0050807
ofav23849	GO:0005913;GO:0016281;GO:0016020;GO:0048471;GO:0005844;GO:0098641;GO:0000166;GO:0043024;GO:0003723;GO:0033592;GO:0034057;GO:0003743;GO:0002181;GO:0048589;GO:0097010;GO:0001731;GO:0019953
ofav67036	GO:0000776;GO:0030893;GO:0005634;GO:0005524;GO:0003682;GO:0051301;GO:0006281;GO:0007126;GO:0007093;GO:0007064;GO:0009314;GO:0042770
ofav51507	GO:0005634;GO:0003677;GO:0046872;GO:0007275;GO:0006355;GO:0006351
ofav58440	GO:0005634;GO:0003677;GO:0046872;GO:0071387;GO:1901653;GO:0010839;GO:0006355;GO:0048511;GO:0006351
ofav44732	GO:0030424;GO:0005954;GO:0005737;GO:0030425;GO:0005886;GO:0045211;GO:0048786;GO:0005524;GO:0005516;GO:0004683;GO:0004674;GO:0030154;GO:0007268;GO:0007619;GO:0035556;GO:0007611;GO:0007616;GO:0008049;GO:0007528;GO:0018105;GO:0018107;GO:0006468;GO:0051489;GO:0060278;GO:0008582;GO:0019233
ofav77612	GO:0016021;GO:0016020;GO:0005262;GO:0005509;GO:0030246;GO:0001965;GO:0050982
ofav15359	GO:0070382;GO:0005886;GO:0098793;GO:0005509;GO:0005544;GO:0030276;GO:0019905;GO:0048791;GO:0006886;GO:0017158;GO:0006906
ofav72411	GO:0080008;GO:0005737;GO:0005829;GO:0019005;GO:0019901;GO:0004842;GO:0043161;GO:0000209;GO:0016567;GO:0010824;GO:0007088;GO:0031146
ofav115556	GO:0005737;GO:0005635;GO:0005730;GO:0003677;GO:0003910;GO:0051287;GO:0003950;GO:0008270;GO:1990966;GO:0006974;GO:0051103;GO:0006302;GO:0006273;GO:0010613;GO:0006471;GO:0006355;GO:0006351
ofav29128	GO:0022625;GO:0003735;GO:0051298;GO:0051297;GO:0002181;GO:0019233
ofav144856	GO:0005737;GO:0005829;GO:0005783;GO:0005794;GO:0005739;GO:0051539;GO:0030350;GO:0046872;GO:0003723;GO:0030371;GO:0006879;GO:0034101;GO:0050892;GO:0055072;GO:0006826;GO:0030316;GO:0009791;GO:0006782;GO:0010468;GO:0006417
ofav106191	GO:0005737;GO:0012505;GO:0070062;GO:0005576;GO:0005739;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0043087;GO:0031338
ofav46475	GO:0070062;GO:0046872;GO:0004725;GO:0030389
ofav22331	GO:0000421;GO:0031410;GO:0016021;GO:0005765;GO:0006914
ofav66628	GO:0005576;GO:0008270
ofav90273	GO:0035098;GO:0016604;GO:0005730;GO:0005654;GO:0005634;GO:0032993;GO:0016586;GO:0001739;GO:0003682;GO:0031490;GO:0042054;GO:0046872;GO:0035064;GO:1990841;GO:0003723;GO:0000979;GO:0043565;GO:0016571;GO:0016574;GO:0045596;GO:0000122;GO:0008284;GO:0006351
ofav153587	GO:0070062;GO:0016021;GO:0016020;GO:0005886;GO:0035373;GO:0043395;GO:0030215;GO:0045545;GO:0007413;GO:0002043;GO:0007155;GO:0060326;GO:0007267;GO:0021536;GO:0048843;GO:0007162;GO:2000352;GO:0007399;GO:0050918;GO:0030836;GO:0045766;GO:0048842;GO:0035413;GO:2001028;GO:0001938;GO:0051897;GO:1990256
ofav43792	GO:0035631;GO:0005813;GO:0009898;GO:0005829;GO:0042802;GO:0004871;GO:0031996;GO:0031625;GO:0004842;GO:0008270;GO:0006915;GO:0008284;GO:0043123;GO:0051092;GO:0051091;GO:0042981;GO:0007165
ofav143171	GO:0005743;GO:0005739;GO:0008812;GO:0050660;GO:0019285
ofav8454	GO:0031672;GO:0000794;GO:0070062;GO:0031674;GO:0031430;GO:0005859;GO:0030017;GO:0005865;GO:0030018;GO:0051015;GO:0042805;GO:0030506;GO:0005524;GO:0005509;GO:0005516;GO:0019899;GO:0042802;GO:0051371;GO:0002020;GO:0019901;GO:0043621;GO:0004674;GO:0004713;GO:0005200;GO:0008307;GO:0097493;GO:0031433;GO:0007015;GO:0007512;GO:0060048;GO:0048739;GO:0003300;GO:0055008;GO:0055003;GO:0035995;GO:0043056;GO:0007507;GO:0060419;GO:0003007;GO:0001701;GO:0006936;GO:0050790;GO:0045859;GO:1901897;GO:0051592;GO:0045214;GO:0048769;GO:0030241;GO:0030240;GO:0001756;GO:0055002;GO:0006941;GO:0071688;GO:0021591
ofav32294	GO:0005840;GO:0003735;GO:0006412
ofav13969	GO:0005741;GO:0005739;GO:0016491;GO:0008270;GO:0050773
ofav81555	GO:0005813;GO:0005737;GO:0042802
ofav43553	GO:0030054;GO:0005829;GO:0070062;GO:0016020;GO:0005886;GO:0014069;GO:0045211;GO:0043234;GO:0005524;GO:0005096;GO:0004674;GO:0005089;GO:0030036;GO:0007420;GO:0071222;GO:0060216;GO:0048872;GO:0042472;GO:0065002;GO:0035556;GO:0060313;GO:0030336;GO:0002692;GO:0050728;GO:0043314;GO:2000378;GO:0060268;GO:0050885;GO:0048008;GO:0050766;GO:0046777;GO:0051726;GO:0051171;GO:0035023;GO:0043114;GO:0003014;GO:0032496
ofav90431	GO:0005730;GO:0031519;GO:0032452;GO:0051864;GO:0000979;GO:0019843;GO:0008270;GO:0048596;GO:0030900;GO:0021592;GO:0030902;GO:0035518;GO:0070544;GO:0021993;GO:0021670;GO:0030901;GO:0021555;GO:2000178;GO:0043524;GO:0000122;GO:0030307;GO:1902459;GO:0007283;GO:0021678;GO:0006351
ofav103886	GO:0005829;GO:0005783;GO:0030176;GO:0030173;GO:0016021;GO:0005887;GO:0047493;GO:0002950;GO:0033188;GO:0046513;GO:1905373;GO:2000303;GO:0006686
ofav30783	GO:0005868;GO:0045505;GO:0060271;GO:1902017
ofav79057	GO:0005622;GO:0051082;GO:0006606;GO:0042273
ofav20111	GO:0005813;GO:0000923;GO:0070062;GO:0008274;GO:0016020;GO:0005874;GO:0000922;GO:0043015;GO:0008017;GO:0005200;GO:0051298;GO:0031122;GO:0051415;GO:0007126;GO:0007020;GO:0090307
ofav139659	GO:0031011;GO:0045111;GO:0005874;GO:0016604;GO:0005654;GO:0005634;GO:0005886;GO:0043014;GO:0005524;GO:0016887;GO:0003677;GO:0003678;GO:0051301;GO:0071479;GO:0034644;GO:0006338;GO:0006302;GO:0000724;GO:0000070;GO:0030307;GO:0010571;GO:0045944;GO:2000045;GO:0051225;GO:0006351;GO:0070914
ofav45117	GO:0070062;GO:0005524
ofav62663	GO:0004866;GO:0050121;GO:0006044;GO:0019262
ofav89699	GO:0005737;GO:0005829;GO:0000502;GO:0000151;GO:0070728;GO:0061630;GO:0004842;GO:0008270;GO:0071233;GO:0032007;GO:0006511;GO:0071596
ofav9240	GO:0031314;GO:0006744
ofav44449	GO:0031012;GO:0005578;GO:0005509;GO:0005201;GO:0009653;GO:0090287
ofav51791	
ofav33870	GO:0030054;GO:0009986;GO:0005615;GO:0016021;GO:0005886;GO:0045202;GO:0042803;GO:0007409;GO:0007420;GO:0001709;GO:0007417;GO:0009953;GO:0048704;GO:0007156
ofav8870	GO:0005737;GO:0070410;GO:0008234;GO:0004843;GO:0030509;GO:0016477;GO:0016579;GO:0007283;GO:0007179;GO:0006511
ofav35790	GO:0015629;GO:0005737;GO:0005829;GO:0016020;GO:0005524;GO:0000287;GO:0004674;GO:0035556;GO:0018105;GO:0006468;GO:0051128
ofav33773	GO:0005737;GO:0016459;GO:0030898;GO:0005524;GO:0003774;GO:0032027;GO:0030048;GO:0048800;GO:0008407;GO:0035317;GO:0007605
ofav114141	GO:0008074;GO:0016021;GO:0016020;GO:0005886;GO:0004016;GO:0005524;GO:0008294;GO:0004383;GO:0046872;GO:0007190;GO:0034199;GO:0007189;GO:0007193;GO:0071377;GO:0006182;GO:0035556;GO:0007611;GO:0007616;GO:0003091;GO:0007165
ofav105149	GO:0031965;GO:0044613;GO:0044615;GO:0005487;GO:0005543;GO:0003697;GO:0051028;GO:0006607;GO:0006999;GO:0006355;GO:0055085
ofav25736	GO:0000308;GO:0070062;GO:0005634;GO:0005886;GO:0016538;GO:0051301;GO:0000086;GO:0045737;GO:0060828;GO:0016055
ofav17966	GO:0005829;GO:0003873;GO:0005524;GO:0004331;GO:0006003;GO:0006000;GO:0006094;GO:0006096
ofav29938	GO:0000139;GO:0016607;GO:0061630;GO:0008270;GO:0032436;GO:0010212
ofav7143	GO:0072546;GO:0016021;GO:0034975
ofav10856	GO:0005576;GO:0016020;GO:0001525;GO:0007155;GO:0007338
ofav60736	GO:0005938;GO:0005911;GO:0005737;GO:0009898;GO:0005829;GO:0005769;GO:0005783;GO:0005925;GO:0005794;GO:0005770;GO:0005874;GO:0005739;GO:0005634;GO:0048471;GO:0005778;GO:0005524;GO:0004708;GO:0046872;GO:0030165;GO:0032947;GO:0043539;GO:0004712;GO:0004713;GO:0097110;GO:0004702;GO:0000187;GO:0060502;GO:0070371;GO:0060324;GO:0007507;GO:0060425;GO:0010629;GO:0036289;GO:0050772;GO:2000147;GO:0070374;GO:1903800;GO:0071902;GO:0045893;GO:0048679;GO:2000641;GO:0090170;GO:0001932;GO:0032872;GO:0048538;GO:0030878;GO:0060440
ofav135348	GO:0006915
ofav122637	GO:0005829;GO:0005654;GO:0000166;GO:0003755;GO:0003723;GO:0006457
ofav36456	GO:0005913;GO:0005856;GO:0005829;GO:0030425;GO:0030175;GO:0030027;GO:0031209;GO:0070064;GO:0032403;GO:0030296;GO:0017124;GO:0031625;GO:0008154;GO:0043010;GO:0016477;GO:0016358;GO:0007611;GO:0018108;GO:2000601;GO:0016601
ofav22090	GO:0009986;GO:0070062;GO:0005764;GO:0004065;GO:0046872;GO:0003943;GO:0061580;GO:0008152;GO:0010976;GO:0010632
ofav21309	GO:0005634;GO:0003677;GO:0006355;GO:0006351
ofav17704	GO:0005759;GO:0005739;GO:0004739;GO:0006086;GO:0006096
ofav48173	GO:0005737;GO:0031416;GO:0005634;GO:0004596;GO:0017196
ofav31257	GO:0005891;GO:0005246;GO:0046872;GO:0005245;GO:0006816
ofav77096	GO:0016021;GO:0005887;GO:0005622;GO:0004016;GO:0005524;GO:0046872;GO:0071880;GO:0007189;GO:0006171;GO:0035556
ofav4212	GO:0070062;GO:0005794;GO:0031985;GO:0005795;GO:0048471;GO:0045335;GO:0030670;GO:0031982;GO:0005525;GO:0030742;GO:0017160;GO:0019882;GO:0043001;GO:0032418;GO:0090382;GO:0090385;GO:0072659;GO:0007264
ofav14648	GO:0005737;GO:0005856;GO:0031514
ofav45462	GO:0030121;GO:0030122;GO:0030424;GO:0009925;GO:0005737;GO:0009898;GO:0005829;GO:0005769;GO:0005883;GO:0055037;GO:0035612;GO:0001540;GO:0035615;GO:0030276;GO:0050750;GO:0005546;GO:0001784;GO:0005102;GO:0030159;GO:0035591;GO:0042982;GO:0042632;GO:0008203;GO:0034383;GO:0048260;GO:1905602;GO:0031623;GO:0006898;GO:0090118;GO:0090003;GO:0043393
ofav97260	GO:0005737;GO:0005525;GO:0003924;GO:0003746
ofav36442	
ofav29083	
ofav140493	GO:0031901;GO:0005783;GO:0030133;GO:0046872;GO:0015031
ofav100731	GO:0005634;GO:0003723;GO:0003700;GO:0008270
ofav125184	GO:0070062;GO:0005925;GO:0016021;GO:0043202;GO:0005765;GO:0004872;GO:0010976;GO:0006622;GO:1905123
ofav106959	GO:0005737;GO:0005741;GO:0005739;GO:0046872;GO:0046982;GO:0042803;GO:0008479;GO:0008616;GO:0006400
ofav46140	GO:0005911;GO:0005801;GO:0005737;GO:0005829;GO:0016020;GO:0005634;GO:1990578;GO:0005942;GO:0005943;GO:0043234;GO:0016303;GO:0046935;GO:0043125;GO:0043559;GO:0005158;GO:0043560;GO:0005159;GO:0005168;GO:0035014;GO:0036312;GO:0046982;GO:0019903;GO:0008134;GO:0030183;GO:0001678;GO:0032869;GO:0034644;GO:0008625;GO:0060396;GO:0008286;GO:0048009;GO:0008630;GO:0043066;GO:0007162;GO:0001953;GO:0045671;GO:0051531;GO:0014065;GO:0046854;GO:0030335;GO:1900103;GO:2001275;GO:0033120;GO:0042993;GO:0045944;GO:0032760;GO:0006468;GO:0050821;GO:0090003;GO:0046626;GO:0043551;GO:0051492;GO:0034976;GO:0048010
ofav36045	GO:0030424;GO:0070852;GO:0005737;GO:0030425;GO:0005739;GO:0005634;GO:0051087;GO:0030544;GO:0070628;GO:0090084;GO:0006457
ofav96883	GO:0016607;GO:0005685;GO:0071004;GO:0003723;GO:0000398
ofav123530	
ofav42347	GO:0005737;GO:0005829;GO:0030425;GO:0043025;GO:0016604;GO:0005654;GO:0005634;GO:0005886;GO:0045202;GO:0008140;GO:0097009;GO:0043153;GO:0060081;GO:0007613;GO:0032793;GO:1900006;GO:1900273;GO:0045944;GO:0051289;GO:0048511;GO:0006351
ofav38074	GO:0005576;GO:0005773;GO:0004565;GO:0005975
ofav22061	GO:0031932
ofav67655	GO:0044732;GO:0005730;GO:0030687;GO:0016435;GO:0008650;GO:0000466;GO:0000463
ofav29176	GO:0000793;GO:0005829;GO:0016604;GO:0005730;GO:0005654;GO:0005634;GO:0070182;GO:0048854;GO:0034599;GO:0006281;GO:0007276;GO:0036297;GO:0097150;GO:2000348;GO:0050727;GO:0045589;GO:0051090;GO:0010332;GO:0007129
ofav41846	GO:0003677;GO:0004527;GO:0046872
ofav29580	GO:0005737;GO:0005615;GO:0030017;GO:0010976
ofav24185	GO:0005829;GO:0005783;GO:0070062;GO:0042405;GO:0005654;GO:0000151;GO:0030018;GO:0042803;GO:1904264;GO:0004842;GO:0034450;GO:0071218;GO:0006281;GO:0030968;GO:0006515;GO:0032091;GO:0030512;GO:0090035;GO:0032436;GO:0051443;GO:0043161;GO:0051865;GO:0070534;GO:0000209;GO:0042787;GO:0031943;GO:0031647;GO:0006511;GO:0030579
ofav6132	GO:0070577;GO:0003676;GO:0016569;GO:0006355;GO:0006351
ofav101890	GO:0005758;GO:0005739;GO:0048471;GO:0006915;GO:1902166;GO:0015914;GO:0048793
ofav129401	GO:0005913;GO:0005813;GO:0000777;GO:0005737;GO:0000776;GO:0016020;GO:0043234;GO:0000922;GO:0098641;GO:0008017;GO:0051010;GO:0043021;GO:0051301;GO:0051298;GO:0051297;GO:0030951;GO:0046785;GO:0007067;GO:0050658;GO:0007051
ofav115367	GO:0016021;GO:0016020;GO:0005637;GO:0000030;GO:0018406
ofav54564	GO:0080008;GO:0031464;GO:0005654;GO:0031625;GO:0007050;GO:0006974;GO:0042769;GO:0000082;GO:0070911;GO:0030097;GO:0001701;GO:0097193;GO:0008285;GO:0030853;GO:0000715;GO:0000717;GO:0033683;GO:0006295;GO:0006296;GO:0006294;GO:0006293;GO:0008284;GO:1900087;GO:0043161;GO:0042787;GO:2000001;GO:2000819;GO:0051246;GO:0035019;GO:0006283;GO:0016032
ofav46630	GO:0005737;GO:0016020
ofav101171	GO:0005576;GO:0016020
ofav5195	GO:0016020;GO:0005740;GO:0005759;GO:0005739;GO:0005886;GO:0003857;GO:0047025;GO:0004303;GO:0070404;GO:0047035;GO:0008209;GO:0006703;GO:0008210;GO:0006633;GO:0055114;GO:0051290
ofav159791	GO:0016324;GO:0005887;GO:0016020;GO:0005350;GO:0015389;GO:0015855
ofav148223	GO:0005576
ofav16136	GO:0005737;GO:0004364;GO:0006749
ofav103837	GO:0005829;GO:0016021;GO:0005743;GO:0005739;GO:0043025;GO:0005654;GO:0004152;GO:0008144;GO:0010181;GO:0048039;GO:0006207;GO:0044205;GO:0007565;GO:0007595;GO:0043065;GO:0090140;GO:0031000;GO:0042493;GO:1903576;GO:0042594
ofav158454	GO:0005737;GO:0070062;GO:0005615;GO:0005794;GO:0043231;GO:0005764;GO:0005773;GO:0004565;GO:0016936;GO:0016787;GO:0044262;GO:0019388
ofav12326	GO:0005615;GO:0005764;GO:0004197;GO:0006508;GO:0051603
ofav32810	GO:0005829;GO:0070062;GO:0005634;GO:0000502;GO:0005839;GO:0019773;GO:0045202;GO:0004298;GO:0052548;GO:0006511
ofav37079	GO:0005829;GO:0005783;GO:0005743;GO:0005739;GO:0051537;GO:0050660;GO:0046872;GO:0016491;GO:0045454;GO:0097194
ofav64657	GO:0005634;GO:0043565;GO:0003700;GO:0006351
ofav30053	GO:0043540;GO:0005829;GO:0003873;GO:0005524;GO:0004331;GO:0070095;GO:0042802;GO:0019900;GO:0031100;GO:0061621;GO:0046835;GO:0006112;GO:0006003;GO:0006000;GO:0006094;GO:0035556;GO:0033133;GO:0051591;GO:0033762;GO:0051384;GO:0032868;GO:0042594
ofav46308	GO:0005789;GO:0016021;GO:0005741;GO:0004128
ofav74101	GO:0005813;GO:0036064;GO:0005929;GO:0030992;GO:0097225;GO:0097228;GO:0015631;GO:0030154;GO:0060271;GO:0042073;GO:0035735;GO:0007275;GO:0007283
ofav12005	GO:0030131;GO:0005905;GO:0005886;GO:0008289;GO:0006897;GO:0006886;GO:0016055
ofav45429	GO:0030424;GO:0005737;GO:0030425;GO:0005871;GO:0005874;GO:0005524;GO:0016887;GO:0003777;GO:0007018
ofav75144	GO:0005852;GO:0071541;GO:0016020;GO:0098808;GO:0003723;GO:0003743;GO:0002191;GO:0001732;GO:0075522;GO:1902416;GO:0045727;GO:0006413;GO:0075525
